id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,result,method,round,time
1,UFC 63: Hughes vs Penn,"Sep. 23, 2006",Danny Abbadi,155 lbs.,"5' 11""",--,"Jul 03, 1983",0,-18,-1,-1,0.0,0,1,0,4-6-0,0,Jorge Gurgel,155 lbs.,"5' 7""","69""","Jan 25, 1977",0,-7,0,0,0.0,0,1,0,14-10-0,0,loss,S-DEC,3,5:00
2,UFC 6: Clash of the Titans,"Jul. 14, 1995",David Abbott,265 lbs.,"6' 0""",--,--,2,7,0,0,1.0,1,1,1,10-15-0,0,Paul Varelans,300 lbs.,"6' 8""",--,--,1,-1,0,0,1.0,1,1,1,9-9-0,0,win,KO/TKO,1,1:53
3,UFC 6: Clash of the Titans,"Jul. 14, 1995",David Abbott,265 lbs.,"6' 0""",--,--,1,10,0.5,0,1.0,2,2,2,10-15-0,0,Oleg Taktarov,210 lbs.,"6' 0""",--,"Aug 26, 1967",0,-4,-0.5,0.75,0.75,2,4,3,17-5-2,0,loss,SUB,1,17:45
4,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",David Abbott,265 lbs.,"6' 0""",--,--,0.6666666666666666,11,1,-1,0.6666666666666666,0,3,2,10-15-0,1,Steve Jennum,215 lbs.,"5' 10""",--,--,0,8,1.5,0,1.0,2,2,2,2-3-0,1,win,SUB,1,1:14
5,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",David Abbott,265 lbs.,"6' 0""",--,--,0.5,8.5,1,-0.5,0.75,1,4,3,10-15-0,1,Dan Severn,250 lbs.,"6' 2""",--,"Jun 08, 1958",0,0.5,1,0.125,0.75,1,8,6,101-19-1,3,loss,U-DEC,1,18:00
6,UFC 11: The Proving Ground,"Sep. 20, 1996",David Abbott,265 lbs.,"6' 0""",--,--,0.4,-4,0.6,-0.4,0.6,0,5,3,10-15-0,1,Sam Adkins,225 lbs.,"6' 3""",--,"Apr 26, 1965",0,-5,-1,0,0.0,0,1,0,7-20-2,0,win,SUB,1,2:06
7,UFC 11: The Proving Ground,"Sep. 20, 1996",David Abbott,265 lbs.,"6' 0""",--,--,0.3333333333333333,-2,0.6666666666666666,-0.16666666666666666,0.6666666666666666,1,6,4,10-15-0,1,Scott Ferrozzo,323 lbs.,"5' 11""",--,"Apr 26, 1965",0,2,2,0,0.0,0,1,0,4-2-0,0,loss,U-DEC,2,3:00
8,UFC - Ultimate Ultimate '96,"Dec. 07, 1996",David Abbott,265 lbs.,"6' 0""",--,--,0.2857142857142857,-7.285714285714286,0.5714285714285714,-0.14285714285714285,0.5714285714285714,0,7,4,10-15-0,1,Cal Worsham,230 lbs.,"5' 11""",--,--,-0.5,4.5,0.5,0,0.5,1,2,1,13-10-0,0,win,KO/TKO,1,2:51
9,UFC - Ultimate Ultimate '96,"Dec. 07, 1996",David Abbott,265 lbs.,"6' 0""",--,--,0.25,-6.5,0.5,0,0.625,1,8,5,10-15-0,1,Steve Nelmark,240 lbs.,"6' 0""",--,--,0,9,2,1,1.0,1,1,1,2-1-0,0,win,KO/TKO,1,1:03
10,UFC - Ultimate Ultimate '96,"Dec. 07, 1996",David Abbott,265 lbs.,"6' 0""",--,--,0.3333333333333333,-5,0.5555555555555556,0,0.6666666666666666,2,9,6,10-15-0,1,Don Frye,219 lbs.,"6' 1""",--,"Nov 23, 1965",0.1111111111111111,6.111111111111111,-0.1111111111111111,-0.1111111111111111,0.8888888888888888,2,9,8,20-9-1 (1 NC),2,loss,SUB,1,1:22
11,UFC 13: The Ultimate Force,"May. 30, 1997",David Abbott,265 lbs.,"6' 0""",--,--,0.3,-3.8,0.5,-0.2,0.6,0,10,6,10-15-0,2,Vitor Belfort,185 lbs.,"6' 0""","74""","Apr 01, 1977",1,12.5,0,0,1.0,2,2,2,26-14-0 (1 NC),0,loss,KO/TKO,1,0:52
12,UFC 15: Collision Course,"Oct. 17, 1997",David Abbott,265 lbs.,"6' 0""",--,--,0.2727272727272727,-4.636363636363637,0.36363636363636365,-0.18181818181818182,0.5454545454545454,0,11,6,10-15-0,2,Maurice Smith,221 lbs.,"6' 2""",--,"Dec 13, 1961",0,36,-2,-2,1.0,1,1,1,12-14-0,1,loss,SUB,1,8:08
13,UFC - Ultimate Japan,"Dec. 21, 1997",David Abbott,265 lbs.,"6' 0""",--,--,0.3333333333333333,-4.833333333333333,0.3333333333333333,-0.25,0.5,0,12,6,10-15-0,3,Yoji Anjo,,,,,,,,,,,,,,,win,U-DEC,2,3:00
14,UFC 17: Redemption,"May. 15, 1998",David Abbott,265 lbs.,"6' 0""",--,--,0.3076923076923077,-4.153846153846154,0.5384615384615384,-0.3076923076923077,0.5384615384615384,1,13,7,10-15-0,3,Hugo Duarte,,,,,,,,,,,,,,,win,KO/TKO,1,0:43
15,UFC - Ultimate Brazil,"Oct. 16, 1998",David Abbott,265 lbs.,"6' 0""",--,--,0.2857142857142857,-3.0714285714285716,0.42857142857142855,-0.2857142857142857,0.5714285714285714,2,14,8,10-15-0,3,Pedro Rizzo,,,,,,,,,,,,,,,loss,KO/TKO,1,8:07
16,UFC 41: Onslaught,"Feb. 28, 2003",David Abbott,265 lbs.,"6' 0""",--,--,0.13333333333333333,-3.4,0.4666666666666667,-0.26666666666666666,0.5333333333333333,0,15,8,10-15-0,3,Frank Mir,264 lbs.,"6' 3""","79""","May 24, 1979",0,-7.333333333333333,0,1.6666666666666667,0.6666666666666666,0,3,2,18-11-0,0,loss,SUB,1,0:46
17,UFC 43: Meltdown,"Jun. 06, 2003",David Abbott,265 lbs.,"6' 0""",--,--,0.125,-3.125,0.4375,-0.375,0.5,0,16,8,10-15-0,3,Kimo Leopoldo,235 lbs.,"6' 3""",--,"Jan 05, 1968",0,-7.2,0,-0.2,0.2,0,5,1,10-7-1,1,loss,SUB,1,1:59
18,UFC 45: Revolution,"Nov. 21, 2003",David Abbott,265 lbs.,"6' 0""",--,--,0.11764705882352941,-3,0.35294117647058826,-0.4117647058823529,0.47058823529411764,0,17,8,10-15-0,3,Wesley Correira,260 lbs.,"6' 3""",--,"Nov 11, 1978",0,-48,0,0,0.5,1,2,1,20-16-0,0,loss,KO/TKO,1,2:14
19,PRIDE Final Conflict 2005,"Aug. 28, 2005",David Abbott,265 lbs.,"6' 0""",--,--,0.05555555555555555,-2.9444444444444446,0.3333333333333333,-0.3888888888888889,0.4444444444444444,0,18,8,10-15-0,3,Hidehiko Yoshida,225 lbs.,"5' 11""",--,"Sep 03, 1969",-0.42857142857142855,-13.142857142857142,0.5714285714285714,1.1428571428571428,0.42857142857142855,0,7,3,6-8-1,0,loss,SUB,1,7:40
20,Strikeforce - Tank vs. Buentello,"Oct. 07, 2006",David Abbott,265 lbs.,"6' 0""",--,--,0.05263157894736842,-3.4210526315789473,0.3684210526315789,-0.42105263157894735,0.42105263157894735,0,19,8,10-15-0,3,Paul Buentello,245 lbs.,"6' 2""","77""","Jan 16, 1974",0.25,9.25,0.25,0.5,0.75,1,4,3,35-17-0,1,loss,KO/TKO,1,0:43
21,EliteXC - Street Certified,"Feb. 16, 2008",David Abbott,265 lbs.,"6' 0""",--,--,0,-3.5,0.35,-0.4,0.4,0,20,8,10-15-0,3,Kevin Ferguson,235 lbs.,"6' 2""","77""","Feb 08, 1974",1,3,0,0,1.0,1,1,1,5-2-0 (1 NC),0,loss,KO/TKO,1,0:43
22,UFC Fight Night: Cowboy vs Cowboy,"Feb. 21, 2016",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0,-13,-1,0,0.0,0,1,0,20-8-0,0,Anthony Hamilton,260 lbs.,"6' 5""","76""","Apr 14, 1980",-0.25,21.75,1.5,-0.25,0.5,1,4,2,15-9-0,0,win,U-DEC,3,5:00
23,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0,4.5,-0.5,0,0.5,1,2,1,20-8-0,0,Walt Harris,250 lbs.,"6' 5""","77""","Jun 10, 1983",0.5,-5.5,-0.5,0,0.25,1,4,1,13-10-0 (1 NC),0,win,S-DEC,3,5:00
24,UFC Fight Night: Lewis vs. Abdurakhimov,"Dec. 09, 2016",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0,7.666666666666667,0,-0.3333333333333333,0.6666666666666666,2,3,2,20-8-0,0,Derrick Lewis,260 lbs.,"6' 3""","79""","Feb 07, 1985",0,14.555555555555555,-1.6666666666666667,-0.1111111111111111,0.7777777777777778,4,9,7,27-11-0 (1 NC),0,loss,KO/TKO,4,3:42
25,UFC Fight Night: Bisping vs. Gastelum,"Nov. 25, 2017",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0,-0.25,0.75,0,0.5,0,4,2,20-8-0,0,Chase Sherman,250 lbs.,"6' 4""","78""","Nov 16, 1989",0,11,0,0,0.5,2,4,2,16-12-0,0,win,KO/TKO,1,1:24
26,UFC Fight Night: Hunt vs. Oleinik,"Sep. 15, 2018",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0.2,0,0.6,0,0.6,1,5,3,20-8-0,0,Andrei Arlovski,240 lbs.,"6' 3""","77""","Feb 04, 1979",0.0625,4.6875,-0.09375,0.03125,0.5625,0,32,18,34-22-0 (2 NC),5,win,U-DEC,3,5:00
27,UFC Fight Night: Overeem vs. Oleinik,"Apr. 20, 2019",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0.16666666666666666,2.3333333333333335,0.5,0,0.6666666666666666,2,6,4,20-8-0,0,Marcin Tybura,249 lbs.,"6' 3""","78""","Nov 09, 1985",-0.14285714285714285,9,0.8571428571428571,0,0.5714285714285714,1,7,4,24-8-0,0,win,KO/TKO,2,3:15
28,UFC 242: Khabib vs. Poirier,"Sep. 07, 2019",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0.2857142857142857,3.142857142857143,0.42857142857142855,0,0.7142857142857143,3,7,5,20-8-0,0,Curtis Blaydes,265 lbs.,"6' 4""","80""","Feb 18, 1991",-0.1111111111111111,16.555555555555557,4.111111111111111,-0.2222222222222222,0.6666666666666666,1,9,6,17-4-0 (1 NC),0,loss,KO/TKO,2,2:22
29,UFC 266: Volkanovski vs. Ortega,"Sep. 25, 2021",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0.25,0,-0.25,0,0.625,0,8,5,20-8-0,0,Chris Daukaus,205 lbs.,"6' 3""","76""","Sep 25, 1989",1.3333333333333333,20.333333333333332,0,0,1.0,3,3,3,12-7-0,0,loss,KO/TKO,2,1:23
30,UFC Fight Night: Volkov vs. Aspinall,"Mar. 19, 2022",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",0,-1.6666666666666667,-0.2222222222222222,0,0.5555555555555556,0,9,5,20-8-0,0,Sergei Pavlovich,257 lbs.,"6' 3""","84""","May 13, 1992",0.6666666666666666,5,-0.3333333333333333,0,0.6666666666666666,2,3,2,18-1-0,0,loss,KO/TKO,1,4:03
31,UFC 283: Teixeira vs. Hill,"Jan. 21, 2023",Shamil Abdurakhimov,235 lbs.,"6' 3""","76""","Sep 02, 1981",-0.1,-1.9,-0.2,0,0.5,0,10,5,20-8-0,0,Jailton Almeida,205 lbs.,"6' 3""","79""","Jun 26, 1991",0,14.75,2,1,1.0,4,4,4,19-2-0,0,loss,KO/TKO,2,2:56
32,PRIDE Bushido 12,"Aug. 27, 2006",Hiroyuki Abe,145 lbs.,"5' 6""",--,--,-1,-7,-1,-1,0.0,0,1,0,8-15-3 (1 NC),0,Naoki Matsushita,,,,,,,,,,,,,,,draw,Other,2,5:00
33,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018",Daichi Abe,170 lbs.,"5' 11""","71""","Nov 27, 1991",1,20,1,0,1.0,1,1,1,6-2-0,0,Luke Jumeau,170 lbs.,"5' 11""","72""","Feb 12, 1988",0,-3,-1,0,0.5,0,2,1,13-5-0,0,loss,U-DEC,3,5:00
34,UFC Fight Night: Cowboy vs. Edwards,"Jun. 23, 2018",Daichi Abe,170 lbs.,"5' 11""","71""","Nov 27, 1991",0.5,10,0,0,0.5,0,2,1,6-2-0,0,Li Jingliang,170 lbs.,"6' 0""","71""","Mar 20, 1988",0,12,-0.3333333333333333,-0.6666666666666666,0.6666666666666666,0,9,6,19-8-0,0,loss,U-DEC,3,5:00
35,UFC on FUEL TV: Gustafsson vs Silva,"Apr. 14, 2012",Papy Abedi,185 lbs.,"5' 11""",--,"Jun 30, 1978",-1,-11,0,-1,0.0,0,1,0,10-4-0,0,James Head,170 lbs.,"6' 1""","73""","Feb 09, 1984",1,-28,-5,-1,0.0,0,1,0,9-4-0,0,loss,SUB,1,4:33
36,UFC on FUEL TV: Mousasi vs Latifi,"Apr. 06, 2013",Papy Abedi,185 lbs.,"5' 11""",--,"Jun 30, 1978",-0.5,-10.5,0.5,-1,0.0,0,2,0,10-4-0,0,Besam Yousef,170 lbs.,"5' 11""",--,"Mar 25, 1985",0,-9,-1,-3,0.0,0,1,0,7-4-0,0,win,S-DEC,3,5:00
37,UFC Fight Night: Condit vs Kampmann 2,"Aug. 28, 2013",Papy Abedi,185 lbs.,"5' 11""",--,"Jun 30, 1978",-0.3333333333333333,-3.6666666666666665,1,-0.6666666666666666,0.3333333333333333,1,3,1,10-4-0,0,Dylan Andrews,185 lbs.,"6' 1""","74""","Nov 15, 1979",1,13,-1,0,1.0,1,1,1,18-7-0 (1 NC),0,loss,KO/TKO,3,1:32
38,UFC Fight Night: Boetsch vs Henderson,"Jun. 06, 2015",Ricardo Abreu,185 lbs.,"5' 11""",--,"Apr 27, 1984",2,16,0,1,1.0,1,1,1,5-1-0,0,Jake Collier,230 lbs.,"6' 3""","78""","Oct 25, 1988",0,1,2,1,0.0,0,1,0,13-9-0,0,loss,S-DEC,3,5:00
39,UFC Fight Night: Dos Anjos vs. Edwards,"Jul. 20, 2019",Klidson Abreu,205 lbs.,"6' 0""","74""","Dec 24, 1992",-1,-7,-1,0,0.0,0,1,0,15-4-0 (1 NC),0,Sam Alvey,185 lbs.,"6' 2""","75""","May 06, 1986",0.29411764705882354,-1.0588235294117647,-0.35294117647058826,0.058823529411764705,0.5882352941176471,0,17,10,33-18-1 (1 NC),0,win,U-DEC,3,5:00
40,UFC Fight Night: Zabit vs. Kattar,"Nov. 09, 2019",Klidson Abreu,205 lbs.,"6' 0""","74""","Dec 24, 1992",-0.5,0.5,0,0,0.5,1,2,1,15-4-0 (1 NC),0,Shamil Gamzatov,,,,,,,,,,,,,,,loss,S-DEC,3,5:00
41,UFC Fight Night: Woodley vs. Burns,"May. 30, 2020",Klidson Abreu,205 lbs.,"6' 0""","74""","Dec 24, 1992",-0.3333333333333333,-10.333333333333334,0.3333333333333333,0,0.3333333333333333,0,3,1,15-4-0 (1 NC),0,Jamahal Hill,205 lbs.,"6' 4""","79""","May 19, 1991",0,62.5,-3,0,1.0,2,2,2,12-1-0 (1 NC),0,nc,Overturned,1,1:51
42,PRIDE Bushido 8,"Jul. 17, 2005",Daniel Acacio,180 lbs.,"5' 8""",--,"Dec 27, 1977",0,36,0,-1,1.0,1,1,1,30-18-0,0,Kazuo Misaki,183 lbs.,"5' 8""",--,"Apr 25, 1976",0,11,0,2,1.0,1,1,1,25-11-2 (1 NC),0,win,U-DEC,2,5:00
43,PRIDE Bushido 9: The Tournament,"Sep. 25, 2005",Daniel Acacio,180 lbs.,"5' 8""",--,"Dec 27, 1977",0,22,0.5,-0.5,1.0,2,2,2,30-18-0,0,Akihiro Gono,170 lbs.,"5' 7""","68""","Oct 07, 1974",0,-28,-1.5,0,0.5,1,2,1,35-21-8,0,loss,U-DEC,2,5:00
44,Fury FC 5: Final Conflict,"Dec. 06, 2007",Daniel Acacio,180 lbs.,"5' 8""",--,"Dec 27, 1977",0.3333333333333333,12,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0,3,2,30-18-0,0,Rousimar Palhares,170 lbs.,"5' 8""","71""","Feb 26, 1980",0,1,1.5,1.5,1.0,4,4,4,19-8-0,0,loss,SUB,1,1:22
45,UFC Fight Night: Lee vs. Iaquinta,"Dec. 15, 2018",Juan Adams,265 lbs.,"6' 5""","80""","Jan 16, 1992",0,51,0,0,1.0,1,1,1,5-3-0,0,Chris de la Rocha,250 lbs.,"6' 3""","80""","May 15, 1979",-0.3333333333333333,-7.666666666666667,1,0.6666666666666666,0.3333333333333333,1,3,1,5-3-0,0,win,KO/TKO,3,0:58
46,UFC Fight Night: Iaquinta vs. Cowboy,"May. 04, 2019",Juan Adams,265 lbs.,"6' 5""","80""","Jan 16, 1992",0,48,0.5,0,1.0,2,2,2,5-3-0,0,Arjan Bhullar,245 lbs.,"6' 1""","75""","May 13, 1986",0.3333333333333333,-2.6666666666666665,1.3333333333333333,-0.3333333333333333,0.6666666666666666,1,3,2,9-1-0,0,loss,U-DEC,3,5:00
47,UFC Fight Night: Dos Anjos vs. Edwards,"Jul. 20, 2019",Juan Adams,265 lbs.,"6' 5""","80""","Jan 16, 1992",0,45.333333333333336,-0.3333333333333333,0,0.6666666666666666,0,3,2,5-3-0,0,Greg Hardy,265 lbs.,"6' 5""","80""","Jul 28, 1988",0.5,11,-0.25,-0.25,0.75,1,4,3,7-5-0 (1 NC),0,loss,KO/TKO,1,0:45
48,UFC 247: Jones vs. Reyes,"Feb. 08, 2020",Juan Adams,265 lbs.,"6' 5""","80""","Jan 16, 1992",0,25.75,-0.25,0,0.5,0,4,2,5-3-0,0,Justin Tafa,264 lbs.,"6' 0""","74""","Dec 13, 1993",-1,2,0,0,0.0,0,1,0,6-3-0 (1 NC),0,loss,KO/TKO,1,1:59
49,DWCS 4.2,"Aug. 11, 2020",Anthony Adams,185 lbs.,"6' 1""","76""","Jan 13, 1988",0,-33,0,0,0.0,0,1,0,8-2-0,0,Impa Kasanganay,170 lbs.,"5' 11""","75""","Jan 17, 1994",0,33,-1,0,1.0,1,1,1,9-2-0,0,loss,U-DEC,3,5:00
50,UFC Fight Night: Chiesa vs. Magny,"Jan. 20, 2021",Zarrukh Adashev,125 lbs.,"5' 5""","65""","Jul 29, 1992",-1,0,0,0,0.0,0,1,0,4-4-0,0,Sumudaerji,125 lbs.,"5' 8""","72""","Jan 20, 1996",0.3333333333333333,21.666666666666668,-0.3333333333333333,0.3333333333333333,0.6666666666666666,2,3,2,16-5-0,0,loss,U-DEC,3,5:00
51,UFC Fight Night: Hall vs. Strickland,"Jul. 31, 2021",Zarrukh Adashev,125 lbs.,"5' 5""","65""","Jul 29, 1992",-0.5,-11,0,0,0.0,0,2,0,4-4-0,0,Ryan Benoit,125 lbs.,"5' 5""","68""","Aug 25, 1989",0.5,-5.125,-2,-0.75,0.375,0,8,3,10-8-0,0,win,U-DEC,3,5:00
52,UFC Fight Night: Volkov vs. Rozenstruik,"Jun. 04, 2022",Zarrukh Adashev,125 lbs.,"5' 5""","65""","Jul 29, 1992",-0.6666666666666666,6.333333333333333,0,0.3333333333333333,0.3333333333333333,1,3,1,4-4-0,0,Ode Osbourne,125 lbs.,"5' 7""","73""","Jan 09, 1992",0,-1,0,0,0.6,1,5,3,12-6-0 (1 NC),0,loss,KO/TKO,1,1:01
53,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",1,30,-3,0,1.0,1,1,1,24-2-0,0,Marvin Vettori,185 lbs.,"6' 0""","74""","Sep 20, 1993",0,10,0,1,0.5,0,4,2,19-7-1,0,win,S-DEC,3,5:00
54,The Ultimate Fighter: Undefeated Finale,"Jul. 06, 2018",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",0.5,20.5,-2.5,0,1.0,2,2,2,24-2-0,0,Brad Tavares,185 lbs.,"6' 1""","74""","Dec 21, 1987",-0.0625,9.125,-0.125,-0.4375,0.75,4,16,12,20-9-0,0,win,U-DEC,5,5:00
55,UFC 230: Cormier vs. Lewis,"Nov. 03, 2018",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",0.3333333333333333,40,-2,0.3333333333333333,1.0,3,3,3,24-2-0,0,Derek Brunson,185 lbs.,"6' 1""","77""","Jan 04, 1984",0.2,3.8,1.2,0.26666666666666666,0.6666666666666666,0,15,10,23-9-0,0,win,KO/TKO,1,4:51
56,UFC 234: Adesanya vs. Silva,"Feb. 09, 2019",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",1,32.5,-1.5,0.25,1.0,4,4,4,24-2-0,0,Anderson Silva,185 lbs.,"6' 2""","77""","Apr 14, 1975",0.55,12.15,-0.575,0.3,0.775,1,40,31,34-11-0 (1 NC),13,win,U-DEC,3,5:00
57,UFC 236: Holloway vs. Poirier 2,"Apr. 13, 2019",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",0.8,32.8,-1.2,0.2,1.0,5,5,5,24-2-0,0,Kelvin Gastelum,170 lbs.,"5' 9""","71""","Oct 24, 1991",0.5714285714285714,11.714285714285714,-1,-0.07142857142857142,0.7142857142857143,2,14,10,18-8-0 (1 NC),1,win,U-DEC,5,5:00
58,UFC 243: Whittaker vs. Adesanya,"Oct. 05, 2019",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",1.3333333333333333,30.333333333333332,-1.1666666666666667,0.5,1.0,6,6,6,24-2-0,1,Robert Whittaker,185 lbs.,"6' 0""","73""","Dec 20, 1990",0.3076923076923077,14.538461538461538,-0.46153846153846156,-0.07692307692307693,0.8461538461538461,9,13,11,25-7-0,2,win,KO/TKO,2,3:33
59,UFC 248: Adesanya vs. Romero,"Mar. 07, 2020",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",1.4285714285714286,27.142857142857142,-1,0.42857142857142855,1.0,7,7,7,24-2-0,2,Yoel Romero,185 lbs.,"6' 0""","73""","Apr 30, 1977",0.5384615384615384,6.769230769230769,1,-0.07692307692307693,0.6923076923076923,0,13,9,13-5-0,2,win,U-DEC,5,5:00
60,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",1.25,24.75,-0.875,0.375,1.0,8,8,8,24-2-0,3,Paulo Costa,185 lbs.,"6' 1""","72""","Apr 21, 1991",0.6,11.6,-0.6,0,1.0,5,5,5,14-2-0,0,win,KO/TKO,2,3:59
61,UFC 259: Blachowicz vs. Adesanya,"Mar. 06, 2021",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",1.2222222222222223,26.77777777777778,-0.7777777777777778,0.3333333333333333,1.0,9,9,9,24-2-0,4,Jan Blachowicz,205 lbs.,"6' 2""","78""","Feb 24, 1983",0.3333333333333333,8.933333333333334,0,0.13333333333333333,0.6666666666666666,4,15,10,29-10-1,1,loss,U-DEC,5,5:00
62,UFC 263: Adesanya vs. Vettori 2,"Jun. 12, 2021",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",1.1,21.2,-1,0.3,0.9,0,10,9,24-2-0,5,Marvin Vettori,185 lbs.,"6' 0""","74""","Sep 20, 1993",0.1,18.4,1.5,0.8,0.7,5,10,7,19-7-1,0,win,U-DEC,5,5:00
63,UFC 271: Adesanya vs. Whittaker 2,"Feb. 12, 2022",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",1,22.727272727272727,-1.2727272727272727,0.2727272727272727,0.9090909090909091,1,11,10,24-2-0,6,Robert Whittaker,185 lbs.,"6' 0""","73""","Dec 20, 1990",0.23529411764705882,18.41176470588235,-0.058823529411764705,-0.058823529411764705,0.8235294117647058,3,17,14,25-7-0,3,win,U-DEC,5,5:00
64,UFC 276: Adesanya vs. Cannonier,"Jul. 02, 2022",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",1,22.5,-1.5,0.25,0.9166666666666666,2,12,11,24-2-0,7,Jared Cannonier,185 lbs.,"5' 11""","77""","Mar 16, 1984",0,4.769230769230769,-1.3846153846153846,-0.15384615384615385,0.6153846153846154,2,13,8,17-6-0,0,win,U-DEC,5,5:00
65,UFC 281: Adesanya vs. Pereira,"Nov. 12, 2022",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",0.9230769230769231,22.76923076923077,-1.3846153846153846,0.23076923076923078,0.9230769230769231,3,13,12,24-2-0,8,Alex Pereira,205 lbs.,"6' 4""","79""","Jul 07, 1987",0.6666666666666666,22.333333333333332,-1.3333333333333333,0,1.0,3,3,3,8-2-0,0,loss,KO/TKO,5,2:01
66,UFC 287: Pereira vs. Adesanya 2,"Apr. 08, 2023",Israel Adesanya,185 lbs.,"6' 4""","80""","Jul 22, 1989",0.8571428571428571,20.785714285714285,-1.2857142857142858,0.21428571428571427,0.8571428571428571,0,14,12,24-2-0,9,Alex Pereira,205 lbs.,"6' 4""","79""","Jul 07, 1987",0.5,18,-1,0,1.0,4,4,4,8-2-0,1,win,KO/TKO,2,4:21
67,UFC Fight Night: Eye vs. Calvillo,"Jun. 13, 2020",Mariya Agapova,125 lbs.,"5' 6""","68""","Apr 07, 1997",0,-27,-4,0,0.0,0,1,0,10-4-0,0,Hannah Cifers,115 lbs.,"5' 1""","62""","Jun 26, 1992",0.2,-6.4,-0.8,0,0.4,0,5,2,10-7-0,0,win,SUB,1,2:42
68,UFC Fight Night: Munhoz vs. Edgar,"Aug. 22, 2020",Mariya Agapova,125 lbs.,"5' 6""","68""","Apr 07, 1997",0.5,-4.5,-2,0.5,0.5,1,2,1,10-4-0,0,Shana Dobson,125 lbs.,"5' 6""","69""","Mar 30, 1989",0,-17.25,-1.25,0,0.25,0,4,1,4-5-0,0,loss,KO/TKO,2,1:38
69,UFC Fight Night: Dern vs. Rodriguez,"Oct. 09, 2021",Mariya Agapova,125 lbs.,"5' 6""","68""","Apr 07, 1997",0.3333333333333333,-3.6666666666666665,-1.3333333333333333,0.3333333333333333,0.3333333333333333,0,3,1,10-4-0,0,Sabina Mazo,125 lbs.,"5' 7""","70""","Mar 25, 1997",0.2,39.2,-0.2,0.2,0.6,0,5,3,9-4-0,0,win,SUB,3,0:53
70,UFC 272: Covington vs. Masvidal,"Mar. 05, 2022",Mariya Agapova,125 lbs.,"5' 6""","68""","Apr 07, 1997",0.5,5,-1,0.5,0.5,1,4,2,10-4-0,0,Maryna Moroz,125 lbs.,"5' 7""","67""","Sep 08, 1991",-0.125,-0.75,-0.75,0.125,0.625,2,8,5,11-5-0,0,loss,SUB,2,3:27
71,UFC Fight Night: Sandhagen vs. Song,"Sep. 17, 2022",Mariya Agapova,125 lbs.,"5' 6""","68""","Apr 07, 1997",0.4,1.6,-1.2,-0.2,0.4,0,5,2,10-4-0,0,Gillian Robertson,115 lbs.,"5' 5""","63""","May 17, 1995",0,-3.6666666666666665,1.0833333333333333,0.4166666666666667,0.5833333333333334,0,12,7,12-8-0,0,loss,SUB,2,2:19
72,UFC 211: Miocic vs. Dos Santos,"May. 13, 2017",Jessica Aguilar,115 lbs.,"5' 3""","63""","May 08, 1982",0,-41,-4,0,0.0,0,1,0,20-8-0,0,Cortney Casey,125 lbs.,"5' 7""","67""","May 05, 1987",-0.2,-1.4,-1.6,0,0.4,0,5,2,10-10-0,0,loss,U-DEC,3,5:00
